6.366198074722193567e-01 0.000000000000000000e+00
9.020562075079396891e-17 0.000000000000000000e+00
-2.122065913362289058e-01 0.000000000000000000e+00
-2.081668171172168513e-17 0.000000000000000000e+00
1.273240404294363748e-01 0.000000000000000000e+00
4.510281037539698445e-17 0.000000000000000000e+00
-9.094568295800312119e-02 0.000000000000000000e+00
-1.214306433183764966e-17 0.000000000000000000e+00
7.073554459550464302e-02 0.000000000000000000e+00
-2.775557561562891351e-17 0.000000000000000000e+00
