0.000000000000000000e+00 6.366198074722192457e-01
0.000000000000000000e+00 -6.938893903907228378e-18
0.000000000000000000e+00 2.122065913362287948e-01
0.000000000000000000e+00 7.632783294297951215e-17
0.000000000000000000e+00 1.273240404294362083e-01
0.000000000000000000e+00 4.857225732735059864e-17
0.000000000000000000e+00 9.094568295800312119e-02
0.000000000000000000e+00 -6.106226635438360972e-16
0.000000000000000000e+00 7.073554459550490670e-02
0.000000000000000000e+00 -4.926614671774132148e-16
