9.714451465470119729e-17 6.366198074722192457e-01
-1.387778780781445676e-17 -6.938893903907228378e-18
2.081668171172168513e-16 2.122079332946871233e-01
-1.387778780781445676e-17 8.326672684688674053e-17
-2.775557561562891351e-17 1.273240404294362083e-01
4.510281037539698445e-17 4.163336342344337027e-17
-6.938893903907228378e-17 9.094568295800310731e-02
-2.272487753529617294e-16 -6.106226635438360972e-16
8.361367154208210195e-16 7.073554459550492057e-02
-3.608224830031758756e-16 -4.996003610813204432e-16
